bug_id,Solhint_rule_id,Solhint_level,Oyente_rule_id,Oyente_level,HoneyBadger_rule_id,HoneyBadger_level,Osiris_rule_id,Osiris_level,Securify_rule_id,Securify_level,Manticore_rule_id,Manticore_level,SmartCheck_rule_id,SmartCheck_level,Slither_rule_id,Slither_level,Mythril_rule_id,Mythril_level,Maian_rule_id,Maian_level,Conkas_rule_id,Conkas_level
dataset/front_running/ERC20.sol:61,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:67,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:68,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:69,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:70,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:76,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:77,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:78,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_32,warning,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:80,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_29,warning,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:82,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_29,warning,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:84,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_29,warning,Ignore_18,note,0,0,0,0,0,0
dataset/front_running/ERC20.sol:86,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:87,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:88,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:90,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_11,note,0,0,0,0,0,0
dataset/front_running/ERC20.sol:91,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:92,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:95,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_11,note,0,0,0,0,0,0
dataset/front_running/ERC20.sol:96,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:97,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:98,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:100,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_11,note,0,0,0,0,0,0
dataset/front_running/ERC20.sol:101,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:102,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:104,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:105,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:106,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:107,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:108,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:110,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_22,warning,Ignore_11,note,0,0,0,0,0,0
dataset/front_running/ERC20.sol:111,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:113,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:114,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:115,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:116,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:118,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_11,note,0,0,0,0,0,0
dataset/front_running/ERC20.sol:119,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:120,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:121,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:123,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:124,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:125,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:126,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:127,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/ERC20.sol:128,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:11,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:12,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:13,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:14,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:16,Ignore_40,error,0,0,0,0,0,0,0,0,Other_2,warning,0,0,0,0,Other_9,note,0,0,0,0
dataset/front_running/odds_and_evens.sol:18,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:19,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:21,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,Ignore_12,note,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:22,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:23,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:25,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,Ignore_11,note,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:26,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_31,warning,Ignore_8,note,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:28,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other_9,note,0,0,0,0
dataset/front_running/odds_and_evens.sol:29,Ignore_40,error,0,0,Other_20,warning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:31,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:32,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:34,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,AccessControl_19,error,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:35,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:36,Ignore_40,error,Arithmetic_11,warning,0,0,Arithmetic_7,warning,0,0,0,0,0,0,0,0,Arithmetic_4,warning,0,0,Arithmetic_19,warning
dataset/front_running/odds_and_evens.sol:37,Ignore_40,error,0,0,0,0,0,0,AccessControl_17,none,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:38,Ignore_40,error,DenialService_2,warning,0,0,DenialService_1,warning,0,0,0,0,0,0,AccessControl_19,error,UncheckedLowCalls_3,note,0,0,UncheckedLowCalls_9,warning
dataset/front_running/odds_and_evens.sol:39,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:41,Ignore_40,error,FrontRunning_6,warning,0,0,Ignore_2,warning,0,0,0,0,0,0,AccessControl_19,error,UncheckedLowCalls_3,note,0,0,UncheckedLowCalls_9,warning
dataset/front_running/odds_and_evens.sol:44,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:45,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:46,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:48,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,Ignore_11,note,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:49,Ignore_40,error,0,0,0,0,0,0,AccessControl_17,warning,0,0,Ignore_31,warning,Ignore_8,note,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:50,Ignore_40,error,FrontRunning_6,warning,0,0,Ignore_2,warning,0,0,0,0,0,0,0,0,UncheckedLowCalls_3,note,0,0,UncheckedLowCalls_9,warning
dataset/front_running/odds_and_evens.sol:51,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/FindThisHash.sol:14,0,0,Arithmetic_11,warning,0,0,0,0,0,0,0,0,Ignore_36,warning,Ignore_11,note,Arithmetic_4,warning,0,0,Arithmetic_19,warning
dataset/front_running/eth_tx_order_dependence_minimal.sol:23,0,0,FrontRunning_6,warning,0,0,Ignore_2,warning,0,0,0,0,0,0,0,0,FrontRunning_1,warning,0,0,Reentrancy_14,warning
dataset/front_running/eth_tx_order_dependence_minimal.sol:31,0,0,FrontRunning_6,warning,0,0,Ignore_2,warning,0,0,AccessControl_7,warning,0,0,0,0,FrontRunning_1,warning,0,0,FrontRunning_5,warning
dataset/front_running/odds_and_evens.sol:40,0,0,0,0,0,0,0,0,AccessControl_17,none,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:24,0,0,0,0,0,0,0,0,Ignore_3,error,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:47,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:15,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:33,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:8,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/FindThisHash.sol:17,0,0,0,0,0,0,0,0,AccessControl_17,error,0,0,Ignore_21,warning,Ignore_8,note,0,0,0,0,0,0
dataset/front_running/FindThisHash.sol:9,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/FindThisHash.sol:13,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:22,0,0,0,0,0,0,0,0,AccessControl_17,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:30,0,0,0,0,0,0,0,0,AccessControl_17,none,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:10,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:26,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:11,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:9,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:17,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0
dataset/front_running/FindThisHash.sol:10,0,0,0,0,0,0,0,0,0,0,Arithmetic_2,warning,0,0,Ignore_12,note,0,0,0,0,0,0
dataset/front_running/ERC20.sol:7,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_28,warning,0,0,0,0,0,0,0,0
dataset/front_running/odds_and_evens.sol:7,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_28,warning,Ignore_17,note,0,0,0,0,0,0
dataset/front_running/FindThisHash.sol:7,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_28,warning,Ignore_17,note,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:7,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_28,warning,Ignore_17,note,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:27,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,Ignore_11,note,0,0,0,0,0,0
dataset/front_running/FindThisHash.sol:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AccessControl_19,error,AccessControl_13,warning,0,0,Reentrancy_14,warning
dataset/front_running/eth_tx_order_dependence_minimal.sol:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_11,note,0,0,0,0,0,0
dataset/front_running/eth_tx_order_dependence_minimal.sol:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_12,note,0,0,0,0,0,0
